TQ,FQ,TS,FS
151,114,555,83
126,102,576,99
164,165,491,83
129,95,580,99
126,111,573,93
139,113,575,76
138,88,588,89
131,100,571,101
144,100,561,98
145,100,568,90
139,121,564,79
148,94,565,96
139,100,582,82
150,147,516,90
128,112,592,71
129,135,550,89
136,103,574,90
157,97,556,93
134,88,583,98
122,95,579,107
149,100,566,88
143,142,523,95
138,105,573,87
148,100,575,80
133,107,577,86
121,108,584,90
143,127,547,86
141,113,568,81
154,167,511,71
140,96,588,79
126,102,588,87
150,189,494,70
128,97,579,99
129,109,567,98
124,101,575,103
157,112,544,90
139,153,532,79
134,102,582,85
136,105,580,82
149,98,572,84
