TQ,FQ,TS,FS
154,132,537,80
116,100,578,109
132,91,565,115
124,80,595,104
134,145,539,85
125,94,594,90
119,74,602,108
109,73,598,123
124,86,575,118
151,169,499,84
124,104,581,94
135,90,569,109
124,74,608,97
122,96,567,118
127,137,567,72
110,94,591,108
120,94,583,106
147,90,563,103
124,89,582,108
127,132,542,102
134,97,569,103
122,99,566,116
123,94,584,102
130,89,586,98
124,97,587,95
110,102,590,101
123,100,574,106
122,89,592,100
136,122,556,89
137,133,551,82
114,93,597,99
124,139,544,96
134,138,538,93
116,86,590,111
129,133,543,98
142,100,556,105
113,82,603,105
123,82,602,96
126,121,564,92
149,142,528,84
