TQ,FQ,TS,FS
99,51,618,135
79,66,612,146
98,57,599,149
99,74,601,129
98,109,575,121
102,84,604,113
101,73,603,126
93,83,588,139
97,52,609,145
106,82,586,129
95,79,606,123
110,71,588,134
102,61,621,119
100,78,585,140
88,86,618,111
81,59,626,137
94,78,599,132
106,71,582,144
98,76,595,134
91,80,594,138
112,78,588,125
109,89,576,129
101,88,590,124
87,58,617,141
95,86,598,124
79,48,644,132
95,92,582,134
113,89,592,109
100,55,623,125
96,62,622,123
87,84,606,126
99,75,608,121
94,87,589,133
84,51,625,143
99,71,605,128
100,52,604,147
108,90,595,110
90,52,632,129
93,51,634,125
119,80,590,114
