TQ,FQ,TS,FS
100,66,603,134
93,62,616,132
97,60,596,150
91,60,615,137
160,314,370,59
97,62,626,118
98,51,625,129
85,48,623,147
99,63,598,143
108,70,598,127
92,53,632,126
108,62,597,136
159,290,392,62
171,286,377,69
79,62,642,120
87,58,627,131
94,60,617,132
116,64,589,134
99,62,609,133
75,48,626,154
186,344,322,51
96,70,595,142
168,292,386,57
172,306,369,56
99,74,610,120
87,75,617,124
98,56,618,131
95,73,608,127
102,62,616,123
169,363,321,50
91,101,589,122
96,63,620,124
89,66,610,138
78,71,605,149
95,57,619,132
109,56,600,138
99,55,630,119
162,299,385,57
93,53,632,125
107,57,613,126
