TQ,FQ,TS,FS
86,170,499,148
147,280,398,78
136,244,412,111
138,317,358,90
121,215,469,98
169,402,286,46
69,91,585,158
195,479,192,37
181,350,311,61
146,311,357,89
161,360,325,57
99,146,513,145
135,295,387,86
165,269,394,75
66,128,576,133
139,331,354,79
117,239,438,109
127,163,490,123
147,301,370,85
129,236,438,100
94,181,485,143
148,272,393,90
158,314,364,67
80,144,531,148
94,153,531,125
95,179,513,116
170,375,299,59
156,376,305,66
179,348,330,46
108,177,507,111
115,217,473,98
155,329,354,65
82,133,543,145
125,224,452,102
116,246,430,111
129,209,447,118
152,318,367,66
88,168,516,131
146,294,391,72
138,242,428,95
