TQ,FQ,TS,FS
211,504,165,23
205,515,163,20
221,478,178,26
201,509,166,27
197,516,168,22
192,516,172,23
206,511,165,21
208,497,174,24
214,492,169,28
209,504,164,26
200,520,165,18
223,510,149,21
204,516,166,17
209,506,157,31
6,7,697,193
198,509,176,20
8,12,665,218
228,495,158,22
10,8,663,222
6,6,668,223
219,513,153,18
221,509,156,17
206,524,154,19
203,517,158,25
200,515,169,19
188,520,172,23
215,501,173,14
200,497,184,22
207,516,162,18
205,513,171,14
193,520,170,20
202,515,168,18
201,520,156,26
210,514,162,17
205,505,171,22
216,501,155,31
194,518,167,24
197,517,167,22
198,514,171,20
210,511,159,23
