TQ,FQ,TS,FS
168,339,330,66
168,353,325,57
169,350,306,78
163,355,320,65
156,362,322,63
156,366,322,59
44,53,623,183
158,338,333,74
174,348,313,68
174,325,343,61
164,374,311,54
195,382,277,49
42,66,616,179
182,383,280,58
139,360,344,60
150,332,353,68
168,372,305,58
187,342,311,63
166,327,344,66
171,351,323,58
186,354,312,51
43,68,597,195
27,38,640,198
172,370,305,56
166,363,321,53
158,344,348,53
163,349,325,66
165,357,324,57
172,360,318,53
162,357,327,57
152,350,340,61
167,367,316,53
161,367,309,66
170,375,301,57
159,361,315,68
246,628,28,1
47,81,604,171
169,364,320,50
164,337,348,54
172,335,335,61
