TQ,FQ,TS,FS
205,508,161,29
199,509,169,26
214,493,163,33
198,502,173,30
13,11,673,206
191,523,165,24
23,14,662,204
206,507,164,26
14,19,642,228
207,496,172,28
13,13,672,205
223,520,139,21
198,534,148,23
214,497,166,26
176,542,162,23
184,508,177,34
202,507,170,24
19,14,639,231
199,494,177,33
206,501,173,23
214,507,159,23
19,19,646,219
195,515,163,30
201,518,157,27
195,528,156,24
188,513,179,23
212,497,177,17
14,20,661,208
203,517,161,22
12,20,664,207
187,516,174,26
196,505,178,24
191,520,156,36
203,516,160,24
201,521,155,26
16,17,639,231
192,501,184,26
196,514,170,23
21,20,665,197
206,516,154,27
