TQ,FQ,TS,FS
188,307,362,46
115,114,564,110
132,90,566,115
177,291,384,51
172,298,386,47
110,117,571,105
109,93,583,118
180,346,325,52
121,110,551,121
107,92,576,128
104,125,560,114
128,98,561,116
164,324,358,57
117,76,587,123
154,337,367,45
101,101,584,117
169,332,345,57
125,98,555,125
168,282,389,64
185,315,359,44
128,100,566,109
193,315,350,45
108,106,572,117
94,92,583,134
109,121,563,110
157,303,389,54
128,106,568,101
101,100,581,121
185,298,380,40
104,107,577,115
105,113,577,108
99,96,587,121
106,109,567,121
121,123,553,106
98,110,566,129
129,113,543,118
171,293,392,47
174,312,372,45
114,105,580,104
180,318,352,53
