TQ,FQ,TS,FS
156,303,366,78
157,322,356,68
155,296,360,92
144,312,363,84
141,305,379,78
150,316,372,65
147,307,369,80
147,288,383,85
166,299,362,76
165,314,354,70
148,317,368,70
167,305,354,77
142,312,370,79
156,316,347,84
126,344,360,73
141,293,392,77
151,308,369,75
183,312,341,67
141,297,374,91
147,305,369,82
169,313,353,68
164,321,344,74
151,306,372,74
149,321,354,79
153,323,361,66
147,319,373,64
153,343,331,76
148,303,378,74
157,332,346,68
207,610,74,12
143,290,400,70
138,298,385,82
145,315,361,82
146,322,354,81
150,352,324,77
238,614,42,9
144,298,387,74
17,27,657,202
151,298,387,67
154,316,354,79
