TQ,FQ,TS,FS
187,392,277,47
188,379,299,37
194,370,286,53
189,391,284,39
171,388,296,48
175,393,295,40
189,390,286,38
185,402,269,47
192,376,285,50
40,44,624,195
185,409,276,33
60,47,612,184
178,389,293,43
200,392,271,40
158,413,291,41
166,364,321,52
189,416,261,37
203,375,278,47
183,385,286,49
188,385,289,41
205,399,267,32
206,390,275,32
43,51,627,182
48,51,624,180
179,387,297,40
176,391,301,35
54,58,616,175
50,51,630,172
188,383,295,37
178,405,279,41
164,388,302,49
50,50,633,170
185,394,282,42
183,387,289,44
179,383,293,48
197,380,276,50
173,372,313,45
181,403,281,38
59,47,638,159
190,400,270,43
