TQ,FQ,TS,FS
216,630,39,18
225,678,0,0
26,13,643,221
227,675,0,1
19,14,670,200
30,47,641,185
226,676,0,1
18,17,654,214
26,44,617,216
234,667,1,1
209,660,25,9
26,16,643,218
221,681,1,0
22,13,650,218
22,22,682,177
217,683,2,1
23,15,662,203
22,14,639,228
232,670,1,0
228,673,1,1
29,43,623,208
21,16,649,217
25,15,663,200
18,17,658,210
17,13,671,202
18,14,678,193
229,671,3,0
32,53,628,190
17,18,660,208
27,45,639,192
28,40,650,185
220,683,0,0
17,16,660,210
24,46,630,203
15,16,660,212
23,47,609,224
21,15,670,197
219,683,1,0
26,36,649,192
220,645,25,13
