TQ,FQ,TS,FS
31,25,644,203
34,35,643,191
245,652,4,2
49,77,598,179
46,32,652,173
53,84,604,162
53,74,602,174
220,631,40,12
41,30,631,201
31,32,636,204
35,29,656,183
62,75,584,182
32,28,654,189
45,34,629,195
35,50,654,164
42,30,655,176
52,71,606,174
56,73,580,194
30,41,630,202
40,36,638,189
41,28,638,196
50,31,634,188
43,37,641,182
44,34,641,184
54,76,608,165
209,688,4,2
37,35,639,192
43,35,646,179
43,44,634,182
218,677,7,1
34,29,661,179
36,37,646,184
53,88,588,174
37,31,645,190
38,32,644,189
33,31,625,214
40,33,652,178
31,31,653,188
47,34,651,171
35,30,640,198
