TQ,FQ,TS,FS
210,609,60,24
39,33,645,186
50,32,624,197
42,31,644,186
65,80,604,154
57,85,603,158
57,77,599,170
38,32,639,194
59,76,585,183
41,36,632,194
215,684,1,3
44,34,625,200
38,29,653,183
52,42,621,188
47,107,597,152
45,42,643,173
226,675,2,0
69,74,579,181
46,81,590,186
53,82,592,176
61,81,585,176
238,663,2,0
66,93,585,159
227,674,1,1
40,36,648,179
38,34,658,173
54,88,586,175
47,36,645,175
211,637,41,14
41,39,645,178
56,72,618,157
63,91,592,157
40,33,643,187
55,82,594,172
43,29,647,184
57,79,577,190
58,70,615,160
219,683,1,0
46,39,646,172
35,36,634,198
