TQ,FQ,TS,FS
217,629,40,17
17,12,666,208
39,44,612,208
23,17,658,205
27,16,668,192
34,52,636,181
215,648,28,12
34,39,632,198
34,46,615,208
31,58,610,204
25,20,665,193
29,16,643,215
19,14,668,202
26,19,644,214
30,65,639,169
41,46,639,177
33,47,630,193
33,47,606,217
24,50,621,208
20,20,654,209
20,15,651,217
236,663,2,2
30,18,660,195
228,675,0,0
218,682,2,1
20,20,672,191
21,26,648,208
29,21,660,193
24,27,651,201
33,47,637,186
20,16,674,193
23,21,662,197
226,676,0,1
32,51,625,195
22,18,658,205
32,52,604,215
34,36,649,184
29,57,627,190
30,43,642,188
216,642,28,17
