TQ,FQ,TS,FS
27,20,649,207
26,25,653,199
39,21,635,208
36,24,651,192
37,28,656,182
46,70,618,169
31,20,656,196
35,29,642,197
32,25,636,210
233,667,1,2
218,685,0,0
38,25,634,206
205,630,52,16
38,31,632,202
28,34,670,171
44,32,653,174
226,677,0,0
35,22,631,215
232,671,0,0
34,30,644,195
33,24,642,204
57,68,597,181
40,24,654,185
228,675,0,0
29,22,662,190
50,72,620,161
31,31,643,198
39,29,652,183
37,33,645,188
42,69,615,177
22,23,667,191
32,26,657,188
47,76,600,180
51,68,608,176
33,25,651,194
32,27,629,215
34,22,663,184
42,75,609,177
33,30,655,185
26,24,646,207
