TQ,FQ,TS,FS
32,23,646,202
31,28,650,194
46,28,628,201
34,28,647,194
218,681,3,1
215,687,1,0
225,674,2,2
32,29,642,200
241,660,1,1
36,28,640,199
53,76,609,165
42,30,629,202
28,24,658,193
239,658,5,1
42,94,610,157
56,71,614,162
226,674,3,0
60,70,583,190
41,78,593,191
49,70,604,180
38,26,640,199
42,28,637,196
42,38,640,183
56,81,594,172
37,28,656,182
35,30,662,176
47,84,590,182
53,82,599,169
39,35,643,186
36,37,647,183
195,647,43,18
35,37,646,185
35,33,643,192
33,31,645,194
36,31,645,191
37,32,624,210
216,683,2,2
45,83,601,174
42,36,649,176
31,31,639,202
