TQ,FQ,TS,FS
164,244,425,70
128,209,469,97
129,135,521,118
121,180,495,107
135,208,476,84
141,225,463,74
149,218,458,78
123,213,458,109
140,180,481,102
132,215,453,103
127,179,506,91
141,183,476,103
115,164,518,106
139,216,447,101
108,193,511,91
110,123,562,108
113,165,512,113
170,227,426,80
161,246,425,71
128,186,488,101
144,219,447,93
105,151,514,133
138,202,476,87
159,269,406,69
126,190,494,93
108,158,534,103
131,182,492,98
140,204,477,82
116,162,516,109
127,194,490,92
164,323,367,49
154,261,422,66
134,234,442,93
134,151,525,93
113,172,504,114
162,239,417,85
143,213,472,75
155,267,417,64
133,188,497,85
100,147,523,133
