TQ,FQ,TS,FS
132,179,490,102
125,209,469,100
170,243,413,77
160,282,393,68
118,204,480,101
127,196,492,88
142,252,424,85
110,154,517,122
182,312,349,60
126,181,487,109
141,233,452,77
116,163,496,128
93,155,527,128
153,223,440,87
81,105,599,118
83,108,577,135
164,302,375,62
164,254,399,86
157,302,369,75
83,120,554,146
112,141,525,125
176,273,392,62
183,387,291,42
102,153,522,126
155,248,436,64
139,260,432,72
123,185,489,106
105,164,517,117
134,243,435,91
132,247,437,87
146,219,471,67
134,224,459,86
130,190,486,97
174,412,264,53
92,95,581,135
159,232,424,88
123,229,456,95
150,260,424,69
131,217,468,87
112,145,525,121
