TQ,FQ,TS,FS
408,192,477,261
509,306,372,169
458,241,415,198
316,133,542,359
408,218,466,276
445,200,488,243
415,227,449,261
412,214,457,259
419,236,425,242
418,254,414,250
390,174,511,295
388,186,473,271
481,283,399,201
366,193,470,297
490,288,416,214
466,241,444,219
418,200,477,259
340,111,542,313
478,279,392,193
458,307,367,216
357,171,495,309
363,152,513,302
425,203,475,253
377,195,480,298
423,194,490,261
410,209,483,282
433,225,449,241
380,193,488,301
375,189,489,303
424,224,460,260
394,200,490,296
524,304,379,159
398,192,484,278
547,341,335,129
312,105,571,364
397,207,449,259
393,181,504,292
413,187,497,271
476,273,412,209
347,160,510,323
