TQ,FQ,TS,FS
464,290,379,205
455,267,411,223
476,289,367,180
503,329,346,172
457,333,351,227
440,270,418,248
255,123,553,421
395,232,439,276
304,144,517,357
371,259,409,297
391,212,473,294
294,136,523,365
535,373,309,147
389,245,418,274
526,323,381,178
296,131,554,389
608,499,178,69
400,214,439,253
409,280,391,262
332,194,480,342
300,140,526,366
414,249,416,251
489,318,360,189
317,190,485,358
506,315,369,178
437,275,417,255
413,286,388,261
546,448,233,135
454,305,373,224
453,289,395,231
500,337,353,190
534,412,271,149
457,284,392,219
509,301,375,167
296,134,542,380
414,274,382,242
426,230,455,259
285,152,532,399
518,329,356,167
437,292,378,233
