TQ,FQ,TS,FS
449,216,453,220
489,319,359,189
433,210,446,223
326,157,518,349
436,250,434,248
355,176,512,333
374,175,501,302
377,202,469,294
432,234,427,229
437,276,392,231
480,301,384,205
548,398,261,111
524,350,332,158
514,312,351,149
483,269,435,221
437,233,452,248
361,179,498,316
475,287,366,178
409,221,450,262
367,187,487,307
478,297,369,188
406,186,479,259
357,152,526,321
420,244,431,255
428,228,456,256
259,119,573,433
427,237,437,247
423,241,440,258
385,217,461,293
461,260,424,223
428,198,492,262
526,317,366,157
407,195,481,269
385,206,470,291
370,208,468,306
313,178,478,343
387,196,489,298
513,328,356,171
470,260,425,215
443,245,425,227
