TQ,FQ,TS,FS
371,177,492,298
334,152,526,344
427,241,415,229
398,209,466,277
442,250,434,242
514,349,339,174
476,271,405,200
473,293,378,198
451,269,392,210
429,319,349,239
362,177,508,323
380,227,432,279
161,37,645,521
329,172,491,334
505,283,421,199
380,193,492,305
447,310,367,230
490,274,379,163
334,139,532,337
359,227,447,315
449,266,400,217
466,258,407,199
466,258,420,212
385,236,439,290
361,160,524,323
352,200,492,340
489,315,359,185
442,282,399,239
488,313,365,190
395,171,513,289
466,277,413,224
495,277,406,188
422,286,390,254
422,225,451,254
474,338,338,202
426,243,413,230
439,239,446,246
474,288,396,210
548,377,308,137
346,175,495,324
