TQ,FQ,TS,FS
442,246,423,227
372,201,477,306
381,203,453,275
448,298,377,227
411,274,410,273
432,252,436,256
409,232,444,267
428,274,397,243
398,243,418,263
441,320,348,227
410,209,476,275
350,217,442,309
392,204,478,290
439,304,359,224
464,284,420,240
345,174,511,340
349,196,481,328
467,292,361,186
308,163,508,363
307,187,487,367
360,188,478,306
277,133,532,388
465,268,410,213
338,229,446,337
476,292,392,208
516,330,362,176
448,310,364,226
395,244,437,286
350,213,465,328
409,257,427,275
446,292,398,244
532,362,321,151
493,325,351,183
392,212,464,284
341,187,489,335
390,227,429,266
375,207,478,310
410,246,438,274
568,393,292,117
327,182,488,343
