TQ,FQ,TS,FS
102,132,537,132
106,157,521,119
129,166,490,118
164,310,365,64
90,142,542,129
125,230,458,90
141,220,456,86
133,217,454,99
195,416,245,47
118,196,472,117
106,178,507,112
149,242,417,95
109,166,516,112
129,201,462,111
134,304,400,65
125,214,471,93
152,232,445,74
99,104,549,151
128,205,466,104
165,285,389,64
125,161,505,112
137,204,461,101
152,258,420,73
83,135,540,145
144,257,427,75
143,294,398,68
157,318,356,72
113,138,543,109
156,271,407,69
151,284,400,68
120,189,501,93
154,248,435,66
135,193,483,92
117,180,496,110
147,230,446,80
136,227,429,111
138,242,443,80
156,342,342,63
171,369,316,47
135,246,424,98
