TQ,FQ,TS,FS
381,130,539,288
355,126,552,323
443,298,358,213
266,74,601,409
357,141,543,327
493,245,443,195
380,128,548,296
447,197,474,224
352,152,509,309
358,122,546,310
363,148,537,322
356,115,544,303
515,314,368,167
394,146,517,269
439,196,508,265
330,121,564,355
465,286,391,212
381,153,500,272
441,209,462,230
397,157,517,277
455,134,532,211
434,201,464,231
408,155,523,270
298,126,549,377
467,193,491,217
421,172,520,271
478,230,444,196
419,179,502,262
579,347,331,99
410,161,523,274
455,172,518,235
382,136,547,301
389,150,526,287
411,166,510,265
339,156,520,337
398,149,507,258
399,136,549,286
380,137,547,304
425,146,539,260
331,137,533,339
