TQ,FQ,TS,FS
566,390,279,103
580,380,298,98
260,73,583,396
248,82,593,427
261,85,599,423
337,104,584,351
250,77,599,426
568,436,235,103
277,84,577,384
250,69,599,418
274,89,596,411
274,79,580,385
564,417,265,118
538,360,303,125
590,422,282,114
287,75,610,398
302,89,588,375
261,74,579,392
231,73,598,440
554,369,305,120
299,86,580,367
564,385,280,101
266,91,587,412
242,76,599,433
312,91,593,372
290,79,613,402
305,96,578,369
538,372,309,143
268,79,599,410
304,115,569,380
560,373,317,130
300,87,596,383
289,103,573,387
298,97,579,378
244,82,594,432
300,91,565,356
548,359,326,137
302,117,567,382
540,365,320,145
532,369,301,138
