TQ,FQ,TS,FS
511,376,293,158
512,372,306,166
454,372,284,202
502,378,297,173
60,25,659,624
536,396,292,152
508,387,289,168
512,388,283,159
489,377,284,172
526,365,303,142
524,401,284,161
495,392,267,164
532,395,287,150
512,386,277,151
521,408,296,183
494,376,309,191
529,402,275,148
484,373,280,169
487,357,314,184
645,646,28,29
52,27,639,614
52,40,625,613
64,38,640,614
501,381,294,174
521,373,311,163
525,385,307,167
68,44,630,606
520,380,301,161
531,387,291,147
515,375,309,169
537,386,304,153
60,37,646,623
494,394,282,182
514,395,281,162
490,394,282,186
485,383,273,171
513,364,321,172
671,656,28,13
543,385,300,142
497,375,295,173
