TQ,FQ,TS,FS
505,197,472,164
458,230,448,220
443,188,468,213
398,165,510,277
403,140,544,281
507,250,438,181
466,184,492,210
423,157,514,248
413,168,493,248
474,220,448,194
442,186,499,243
383,105,554,276
463,202,480,219
416,168,495,247
493,188,516,211
497,256,429,188
474,207,470,203
395,109,544,258
430,180,491,241
501,197,477,173
439,135,531,227
429,156,509,236
356,117,561,322
321,136,539,354
445,173,511,239
456,173,519,236
473,179,495,201
398,129,552,283
463,186,492,215
500,194,490,184
485,161,529,205
497,205,478,186
488,219,457,188
501,213,463,175
435,216,460,241
385,126,530,271
460,176,509,225
459,182,502,225
522,265,420,163
441,186,484,229
