TQ,FQ,TS,FS
621,580,89,48
402,288,390,276
405,250,406,251
400,275,400,275
434,293,391,250
414,295,393,274
443,254,422,233
624,563,108,47
429,271,390,232
433,280,388,235
412,303,382,273
449,285,374,210
425,289,393,257
411,265,398,252
74,35,669,630
630,578,107,55
418,265,412,259
446,275,378,207
410,283,388,261
422,276,398,252
462,275,391,204
59,54,611,606
454,267,411,224
378,264,411,297
432,279,405,252
440,279,413,252
443,255,419,231
449,260,421,232
445,285,393,233
460,279,405,224
436,284,406,254
445,275,408,238
429,319,357,247
454,274,402,222
421,290,386,255
395,290,366,261
428,270,415,257
438,272,412,246
439,278,407,246
374,273,397,296
