TQ,FQ,TS,FS
22,5,664,647
648,607,71,30
630,587,69,26
648,591,84,27
653,599,85,31
663,607,81,25
634,597,79,42
630,596,75,41
629,579,82,32
651,589,79,17
667,602,83,18
12,2,657,647
13,7,675,669
635,586,77,28
30,9,695,674
22,8,677,663
656,600,77,21
637,572,81,16
653,589,82,18
651,576,98,23
21,6,660,645
653,604,61,12
657,600,78,21
9,8,667,666
18,9,675,666
664,607,85,28
651,596,78,23
14,6,675,667
652,601,77,26
669,601,83,15
669,604,86,21
668,606,77,15
647,604,72,29
661,600,76,15
650,594,82,26
635,588,68,21
666,603,82,19
16,5,679,668
659,598,87,26
10,7,663,660
