TQ,FQ,TS,FS
149,23,646,520
141,31,647,537
606,516,140,50
634,542,133,41
637,544,140,47
635,557,131,53
129,26,650,547
164,34,637,507
151,28,633,510
630,531,137,38
142,31,654,543
609,538,121,50
144,34,648,538
631,518,145,32
665,560,144,39
150,32,653,535
136,37,640,541
155,34,619,498
145,32,639,526
649,531,143,25
163,33,633,503
136,38,627,529
135,38,640,543
126,38,637,549
189,38,646,495
167,28,664,525
179,40,634,495
621,543,138,60
125,29,649,553
656,540,144,28
645,560,130,45
642,539,144,41
142,30,646,534
143,42,634,533
132,46,630,544
629,531,125,27
150,31,654,535
635,552,132,49
643,553,132,42
127,24,646,543
