TQ,FQ,TS,FS
402,163,506,267
412,185,493,266
293,114,542,363
394,172,503,281
391,163,521,293
421,203,485,267
581,402,274,95
449,202,469,222
276,94,567,385
407,164,504,261
422,213,472,263
328,121,538,331
359,145,537,323
344,167,496,319
481,228,476,223
352,176,509,333
460,204,473,217
393,161,492,260
378,180,491,293
438,169,505,236
534,275,391,132
393,184,481,272
422,187,491,256
318,178,497,357
455,247,437,229
433,188,504,259
438,207,467,236
518,300,381,163
444,201,477,234
429,195,489,255
452,208,482,238
477,230,453,206
579,379,297,97
422,235,441,254
386,186,490,290
420,193,463,236
501,317,368,184
473,275,409,211
382,150,535,303
436,271,399,234
