TQ,FQ,TS,FS
0,0,669,669
668,628,50,10
0,5,651,656
653,630,45,22
670,624,60,14
675,633,55,13
666,630,46,10
655,616,55,16
644,612,49,17
660,623,45,8
666,636,49,19
0,0,659,659
0,0,682,682
654,605,58,9
686,655,49,18
0,4,681,685
659,617,60,18
642,600,53,11
658,619,52,13
0,0,674,674
645,622,44,21
0,7,658,665
670,628,50,8
669,616,59,6
669,628,56,15
679,627,65,13
2,6,668,672
0,0,681,681
674,628,50,4
672,631,53,12
676,638,52,14
676,628,55,7
0,0,676,676
672,629,47,4
663,614,62,13
641,618,38,15
6,6,679,679
667,627,57,17
668,636,49,17
0,0,670,670
