eta,nruns,boundary_gradient,seed,length_begin,length_end,train_data,test_data,probability_data
0.01,100,2,3178_1408_9949_7245_9480_8148_2218_1618_6911_5430_4612_2203_118_3840_9155_6740_6358_3644_258_1500,1,3,../save_progress_training/training_cues.csv,../save_progress_training/validation_cues.csv,/home4/s3585131/ai_thesis/save_progress_training/validation_guesses_cross8.csv
