TQ,FQ,TS,FS
139,230,452,82
139,212,468,84
135,248,436,84
135,223,452,93
145,245,434,79
110,183,504,106
127,177,502,97
183,307,358,55
115,222,462,104
137,249,436,81
154,318,363,68
143,240,435,85
139,239,431,94
157,359,342,45
155,294,382,72
117,156,520,110
186,376,293,48
83,119,565,136
140,207,457,99
148,278,395,82
