TQ,FQ,TS,FS
127,292,379,105
131,282,393,97
67,175,504,157
112,267,421,103
54,109,563,177
135,426,297,45
132,303,364,104
124,302,374,103
73,168,530,132
194,518,154,37
110,218,437,138
124,259,402,118
76,207,476,144
83,208,457,155
202,502,165,34
124,234,427,118
161,378,274,90
138,330,344,91
153,406,278,66
188,427,222,66
