"","statement","question"
"#H",-0.049045898448426,0.0490458994323868
"bg",0.466836178299733,0.533163820248779
"H#",-0.0349676334020855,0.0349676338919508
"#L",0.102012951906506,-0.102012950935597
"L#",0.0990261404259165,-0.0990261399244807
