TQ,FQ,TS,FS
178,338,313,74
107,221,468,107
179,388,282,54
125,238,449,91
81,121,541,160
81,120,570,132
89,181,506,127
105,141,535,122
105,205,477,116
157,362,324,60
60,101,592,150
134,321,369,79
157,299,361,86
187,409,256,51
75,145,534,149
134,255,414,100
131,277,408,87
90,213,476,124
94,205,491,113
97,139,522,145
