TQ,FQ,TS,FS
134,209,464,96
106,172,519,106
129,236,451,87
94,138,543,128
101,156,517,129
156,279,397,71
137,281,413,72
96,141,527,139
155,304,364,80
128,236,442,97
145,266,408,84
138,254,420,91
139,233,456,75
106,154,526,117
142,231,453,77
100,159,519,125
134,194,477,98
213,479,177,34
113,155,522,113
168,378,319,38
