TQ,FQ,TS,FS
141,429,267,66
70,153,508,172
160,378,292,73
22,38,635,208
102,233,447,121
115,250,422,116
111,278,398,116
95,250,432,126
157,401,292,53
152,430,256,65
123,269,411,100
86,186,490,141
42,88,595,178
140,324,349,90
96,185,485,137
97,217,457,132
90,210,474,129
209,541,130,23
105,274,394,130
47,73,603,180
