TQ,FQ,TS,FS
173,379,290,61
165,380,298,60
172,380,276,75
162,393,282,66
137,357,327,82
164,408,280,51
171,404,272,56
176,392,279,56
170,383,278,72
178,370,298,57
173,380,305,45
176,376,283,68
164,397,285,57
183,371,292,57
146,412,292,53
152,384,301,66
170,395,282,56
191,378,275,59
165,361,310,67
159,365,309,70
183,401,265,54
183,394,271,55
167,391,287,58
165,392,283,63
155,384,300,64
152,392,300,59
163,381,293,66
19,35,646,203
171,397,281,54
159,383,301,60
154,391,299,59
163,393,290,57
166,404,272,61
166,404,272,61
156,404,272,71
178,396,260,69
158,386,299,60
165,385,299,54
169,380,305,49
176,386,284,57
