TQ,FQ,TS,FS
168,367,302,66
173,417,261,52
180,392,264,67
170,412,263,58
163,414,270,56
175,427,261,40
156,378,298,71
186,409,262,46
174,406,255,68
181,397,271,54
172,412,273,46
170,378,281,74
173,438,244,48
185,398,265,55
156,439,265,43
140,384,301,78
178,415,262,48
195,407,246,55
171,390,281,61
227,656,18,2
187,434,232,50
189,413,252,49
176,415,263,49
174,417,258,54
164,403,281,55
160,410,282,51
175,418,256,54
171,418,263,51
160,395,283,65
168,409,275,51
163,409,281,50
169,428,255,51
176,439,237,51
173,431,245,54
158,424,252,69
23,48,608,224
165,421,264,53
167,398,286,52
148,360,325,70
184,424,246,49
