TQ,FQ,TS,FS
46,43,626,188
154,326,352,71
168,334,322,79
166,372,303,62
33,42,642,186
157,381,307,58
168,361,315,59
52,88,583,180
164,322,339,78
171,346,322,64
162,374,311,56
177,346,313,67
163,357,325,58
182,342,321,58
147,377,327,52
143,343,342,75
171,368,309,55
189,344,309,61
168,345,326,64
166,356,318,63
179,365,301,58
179,367,298,59
169,357,321,56
53,82,593,175
154,340,344,65
147,347,345,64
164,343,331,65
45,55,626,177
171,350,328,54
155,366,318,64
157,398,292,56
159,348,335,61
218,622,54,9
172,380,296,55
144,367,309,83
177,363,293,70
157,352,333,61
41,54,630,178
158,339,346,60
169,348,322,64
