TQ,FQ,TS,FS
162,325,344,72
161,334,344,64
168,320,336,79
161,357,318,67
150,322,362,69
159,381,307,56
160,338,338,67
144,305,366,88
149,294,367,93
173,357,311,62
151,339,346,67
230,559,100,14
153,334,348,68
170,302,361,70
139,346,358,60
142,319,366,76
167,347,330,59
186,339,314,64
161,332,339,71
153,332,342,76
173,349,317,64
62,99,566,176
50,77,601,175
158,339,336,70
150,319,365,69
149,322,370,62
155,319,355,74
155,349,332,67
154,308,370,71
48,70,614,171
53,80,610,160
147,323,360,73
166,370,306,61
43,53,623,184
136,345,331,91
167,338,318,80
152,333,352,66
154,327,357,65
154,313,372,64
164,327,343,69
