TQ,FQ,TS,FS
148,253,416,86
146,268,410,79
143,245,411,104
151,286,389,77
135,289,395,84
147,300,388,68
209,537,139,18
184,452,219,48
148,254,407,94
147,276,392,88
200,528,157,18
172,279,380,72
207,557,125,14
142,240,423,98
120,278,426,79
137,324,361,81
70,102,575,156
163,247,406,87
159,310,361,73
131,222,452,98
153,248,418,84
165,294,371,73
149,267,411,76
143,261,414,85
139,257,427,80
138,291,401,73
137,293,381,92
146,269,412,76
174,344,334,51
146,268,416,73
130,264,426,83
127,227,456,93
147,277,399,80
139,264,412,88
140,311,365,87
173,335,321,74
137,261,424,81
147,275,409,72
133,237,448,85
152,290,380,81
