TQ,FQ,TS,FS
160,303,366,74
92,129,549,133
95,118,538,152
155,329,346,73
149,302,382,70
157,381,307,58
151,320,356,76
98,141,530,134
168,336,325,74
95,142,526,140
83,135,550,135
102,134,525,142
84,133,549,137
167,321,342,73
137,339,365,62
137,278,407,81
103,136,541,123
112,135,518,138
221,583,88,11
90,124,550,139
88,100,566,149
95,150,515,143
95,133,545,130
85,122,553,143
150,302,382,69
139,316,376,72
168,387,287,61
172,410,271,50
95,149,529,130
165,404,280,54
84,138,552,129
105,131,552,115
169,384,292,58
121,205,471,106
133,312,364,94
179,330,326,68
166,390,295,52
84,137,547,135
102,151,534,116
159,311,359,74
