TQ,FQ,TS,FS
190,426,243,44
184,448,230,41
186,422,234,61
17,31,644,211
168,440,244,51
176,458,230,39
169,423,253,58
193,447,224,39
185,437,224,57
190,423,245,45
168,414,271,50
195,440,219,49
220,673,9,1
196,435,228,44
164,475,229,35
164,448,237,54
183,446,231,43
0,0,653,250
180,412,259,52
185,423,251,44
196,459,207,41
15,47,618,223
181,446,232,44
181,455,220,47
0,2,682,219
166,442,250,45
180,437,237,49
175,449,232,47
0,1,677,225
174,438,246,45
167,447,243,46
172,454,229,48
179,460,216,48
184,462,214,43
170,454,222,57
198,450,206,49
12,39,646,206
0,0,684,219
216,670,15,2
191,448,222,42
