TQ,FQ,TS,FS
155,257,412,79
162,294,384,63
162,282,374,85
147,259,416,81
143,287,397,76
109,138,550,106
162,302,374,65
106,167,504,126
96,121,540,146
83,111,557,152
145,277,408,73
121,136,523,123
152,267,415,69
110,145,518,130
138,297,407,61
134,251,434,84
84,122,555,142
199,321,332,51
157,271,400,75
153,255,419,76
173,265,401,64
161,290,375,77
174,363,315,51
152,295,380,76
153,285,399,66
134,263,429,77
155,303,371,74
157,289,392,65
157,271,407,68
156,298,386,63
89,128,562,124
151,291,392,69
159,302,374,68
109,163,513,118
85,117,559,142
174,301,355,73
99,124,561,119
147,284,400,72
146,257,428,72
175,331,339,58
