TQ,FQ,TS,FS
142,212,457,92
131,229,449,94
133,201,455,114
131,200,475,97
108,179,505,111
171,447,241,44
133,210,466,94
121,195,476,111
120,180,481,122
131,193,475,104
129,223,462,89
157,215,444,87
129,219,463,92
139,206,457,101
100,212,492,99
115,197,488,103
201,498,179,25
209,424,229,41
131,195,476,101
137,215,459,92
135,179,487,102
136,199,466,102
138,214,464,87
130,214,461,98
134,207,477,85
119,216,476,92
135,248,426,94
127,212,469,95
142,222,456,83
135,227,457,84
124,217,473,89
139,209,474,81
139,235,441,88
131,209,467,96
121,217,459,106
145,218,438,102
130,214,471,88
136,207,477,83
125,166,519,93
129,213,457,104
