TQ,FQ,TS,FS
168,337,332,66
164,352,326,61
165,325,331,82
164,347,328,64
133,326,358,86
164,366,322,51
164,344,332,63
169,337,334,63
163,326,335,79
175,331,337,60
168,365,320,50
174,342,317,70
157,358,324,64
170,340,323,70
140,389,315,59
151,354,331,67
160,352,325,66
181,336,317,69
157,336,335,75
224,643,31,5
180,348,318,57
178,354,311,60
160,346,332,65
160,351,324,68
156,344,340,63
151,359,333,60
158,359,315,71
161,354,327,61
165,368,310,60
163,355,329,56
156,340,350,57
153,351,332,67
166,359,317,61
165,368,308,62
153,364,312,74
171,363,293,76
154,328,357,64
157,320,364,62
136,302,383,82
166,342,328,67
