TQ,FQ,TS,FS
588,451,218,81
215,46,632,463
227,36,620,429
219,34,641,456
196,27,657,488
257,28,660,431
249,56,620,427
218,39,632,453
223,37,624,438
267,66,602,401
220,39,646,465
214,39,620,445
616,511,171,66
246,48,615,417
267,81,623,437
248,37,648,437
232,45,632,445
260,36,617,393
222,29,642,449
259,81,593,415
268,35,631,398
228,34,631,437
220,77,601,458
187,32,643,488
251,41,643,433
230,29,663,462
256,35,639,418
236,30,651,445
237,40,638,441
275,43,641,409
289,83,607,401
233,44,639,450
250,74,602,426
239,32,644,437
199,45,631,477
248,41,615,408
241,29,656,444
212,45,639,472
281,27,658,404
250,76,594,420
