TQ,FQ,TS,FS
639,569,100,30
7,4,674,671
0,6,650,656
614,573,102,61
652,578,106,32
656,581,107,32
7,3,673,669
619,572,99,52
618,562,99,43
632,579,89,36
0,0,685,685
620,580,79,39
645,589,93,37
625,567,96,38
664,621,83,40
645,583,102,40
627,578,99,50
612,564,89,41
619,572,99,52
635,574,100,39
635,585,81,31
642,584,81,23
633,593,85,45
636,570,105,39
643,583,101,41
652,591,101,40
650,577,97,24
651,582,99,30
0,0,678,678
7,6,678,677
650,593,97,40
662,586,97,21
634,589,87,42
5,4,672,671
4,4,672,672
607,569,87,49
641,590,95,44
654,592,92,30
15,12,673,670
6,5,665,664
