TQ,FQ,TS,FS
471,184,485,198
397,169,509,281
355,138,518,301
409,175,500,266
391,151,533,293
426,184,504,262
461,226,450,215
400,172,499,271
355,160,501,306
317,103,565,351
386,186,499,299
480,260,399,179
377,166,516,305
384,150,513,279
485,282,422,219
430,211,474,255
383,171,506,294
395,161,492,258
379,148,523,292
489,243,431,185
444,172,494,222
397,193,472,268
399,154,524,279
372,155,520,303
407,181,503,277
457,201,491,235
485,268,406,189
441,221,460,240
449,170,508,229
414,195,489,270
329,113,577,361
478,232,451,205
385,167,509,291
411,170,506,265
409,215,461,267
411,191,465,245
408,170,515,277
554,338,346,130
572,319,366,113
357,161,509,313
