TQ,FQ,TS,FS
564,439,230,105
386,223,455,292
572,466,190,84
581,494,181,94
373,214,470,311
365,219,469,323
403,214,462,273
363,202,469,308
379,224,437,282
393,218,450,275
601,515,170,84
371,211,448,288
376,224,458,306
364,198,465,299
370,213,491,334
380,205,480,305
373,200,477,304
395,199,454,258
596,497,174,75
380,204,470,294
591,503,163,75
559,467,198,106
395,218,460,283
327,183,492,348
382,210,474,302
381,211,481,311
392,207,467,282
381,191,490,300
390,207,471,288
457,284,400,227
387,206,484,303
391,216,467,292
412,281,395,264
370,202,474,306
368,231,445,308
347,224,432,309
378,211,474,307
590,458,226,94
394,214,471,291
310,200,470,360
