TQ,FQ,TS,FS
478,248,421,191
377,145,533,301
267,69,587,389
482,258,417,193
292,89,595,392
370,138,550,318
300,62,614,376
381,159,512,290
372,153,508,289
343,95,573,325
358,143,542,327
383,154,505,276
380,160,522,302
487,259,404,176
391,149,555,313
285,65,620,400
370,126,551,307
330,91,562,323
343,143,528,328
462,229,445,212
329,72,594,337
384,149,516,281
575,340,338,103
503,281,394,172
379,115,569,305
345,148,544,347
464,248,426,210
477,278,403,204
514,279,399,164
387,154,530,297
394,138,552,296
395,148,535,288
493,271,405,183
375,125,551,301
245,66,610,431
521,325,331,135
290,62,623,395
356,137,547,328
406,144,541,279
506,294,376,164
