TQ,FQ,TS,FS
501,278,391,168
448,266,412,230
354,113,543,302
504,291,384,171
378,142,542,306
518,282,406,170
391,145,531,285
398,170,501,273
349,148,513,312
383,143,525,285
376,180,505,309
367,166,493,292
372,172,510,310
389,157,506,274
401,152,552,303
529,266,419,156
371,150,527,306
385,168,485,268
397,169,502,274
394,138,536,280
491,263,403,175
423,219,446,242
400,152,526,278
364,149,526,311
407,163,521,277
414,155,537,278
411,150,524,263
388,151,530,293
395,125,553,283
465,240,444,219
402,168,522,288
482,256,427,201
373,161,515,303
382,151,525,294
370,145,531,306
374,165,491,282
563,353,332,122
363,138,546,321
398,165,520,287
545,384,286,125
