TQ,FQ,TS,FS
405,129,540,264
380,154,524,298
303,69,587,353
310,53,622,365
341,56,628,343
373,49,639,315
341,57,619,335
376,136,535,295
312,57,604,349
330,53,615,338
337,55,630,348
346,85,574,313
361,81,601,321
404,148,515,259
437,164,540,267
348,87,598,337
329,77,600,348
346,49,604,307
335,57,614,336
336,76,598,338
375,76,590,291
337,81,584,328
340,82,596,338
300,57,618,375
386,74,610,298
387,146,546,305
356,57,617,318
373,83,598,308
351,68,610,327
373,64,620,311
388,79,611,302
350,79,604,333
327,61,615,349
322,53,623,354
317,89,587,359
366,94,562,290
337,54,631,348
344,79,605,340
405,52,633,280
358,86,584,312
