TQ,FQ,TS,FS
576,438,231,93
582,437,241,96
522,415,241,134
565,430,245,110
563,447,237,121
605,452,236,83
39,13,663,637
548,444,227,123
552,431,230,109
570,432,236,98
591,459,226,94
568,449,210,91
564,455,227,118
558,435,228,105
590,491,213,114
583,424,261,102
562,456,221,115
557,439,214,96
554,428,243,117
590,437,237,84
585,439,227,81
572,438,227,93
560,453,225,118
552,446,229,123
583,454,230,101
583,451,241,109
585,440,234,89
593,446,235,88
612,454,224,66
12,13,671,672
582,440,250,108
591,440,243,92
547,457,219,129
593,452,224,83
559,444,232,117
538,435,221,118
590,429,256,95
607,449,235,77
34,15,670,651
552,436,234,118
