TQ,FQ,TS,FS
636,551,118,33
644,578,100,34
15,6,650,641
620,563,112,55
19,2,682,665
652,570,118,36
642,559,117,34
618,568,103,53
607,550,111,54
19,10,658,649
13,6,679,672
619,568,91,40
633,583,99,49
621,556,107,42
680,610,94,24
636,568,117,49
621,565,112,56
619,550,103,34
628,564,107,43
628,558,116,46
631,575,91,35
642,574,91,23
627,579,99,51
627,560,115,48
631,568,116,53
646,578,114,46
641,555,119,33
13,6,675,668
645,571,107,33
10,13,671,674
652,574,116,38
4,7,676,679
627,582,94,49
5,5,671,671
617,567,109,59
603,558,98,53
11,7,678,674
650,576,108,34
634,572,113,51
619,563,107,51
