TQ,FQ,TS,FS
541,362,307,128
265,118,560,413
268,90,566,388
554,361,314,121
185,58,626,499
310,114,574,378
544,375,301,132
523,389,282,148
241,87,574,420
547,362,306,121
274,100,585,411
214,58,601,445
548,378,304,134
303,98,565,360
278,111,593,426
554,350,335,131
537,405,272,140
545,355,298,108
537,353,318,134
545,369,305,129
568,366,300,98
191,62,603,474
245,86,592,433
521,370,305,154
557,375,309,127
569,371,321,123
551,367,307,123
280,90,591,401
203,55,623,475
539,372,312,145
557,374,316,133
277,98,585,406
267,119,557,409
275,108,568,401
255,97,579,421
291,108,548,365
537,362,323,148
557,381,303,127
543,362,323,142
263,95,575,407
