TQ,FQ,TS,FS
323,57,612,346
338,116,562,340
297,73,583,359
332,83,592,343
387,113,571,297
357,64,624,331
364,108,568,312
312,67,604,359
355,141,520,306
385,128,540,283
384,114,571,301
331,104,555,328
375,109,573,307
287,64,599,376
398,124,580,306
331,146,539,354
328,109,568,349
315,57,596,338
296,101,570,375
314,56,618,360
347,52,614,319
344,113,552,321
302,66,612,376
280,57,618,395
338,65,619,346
369,124,568,323
379,108,566,295
373,106,575,308
324,67,611,354
399,102,582,285
405,137,553,285
316,73,610,367
324,62,614,352
274,63,613,402
285,102,574,391
399,138,518,257
363,115,570,322
289,52,632,395
363,48,637,322
364,138,532,306
