TQ,FQ,TS,FS
493,320,349,176
458,350,328,220
451,325,331,205
435,328,347,240
475,335,349,209
459,343,345,229
478,317,359,198
454,319,352,217
462,331,330,199
482,324,344,186
445,363,322,240
496,326,333,163
478,352,330,204
467,336,327,196
477,364,340,227
443,316,369,242
495,337,340,182
416,307,346,237
476,332,339,195
460,332,342,214
500,342,324,166
460,318,347,205
516,346,332,162
441,319,356,234
461,333,351,223
486,341,351,206
492,331,343,182
467,318,363,214
467,341,337,211
498,347,337,186
491,341,349,199
482,358,325,201
479,368,308,197
487,337,339,189
472,333,343,204
448,354,302,208
487,342,343,198
61,29,655,623
652,605,80,33
448,326,344,222
