TQ,FQ,TS,FS
639,580,89,30
636,600,78,42
32,6,650,624
22,7,668,653
647,593,91,37
653,599,89,35
31,3,673,645
28,10,661,643
20,13,648,641
25,9,659,643
662,594,91,23
636,585,74,23
644,593,89,38
32,8,655,631
27,11,693,677
648,589,96,37
648,591,86,29
634,574,79,19
646,582,89,25
640,578,96,34
636,591,75,30
639,589,76,26
10,4,674,668
19,8,667,656
660,593,91,24
656,603,89,36
29,9,665,645
26,6,675,655
643,594,84,35
667,588,96,17
22,6,684,668
15,12,671,668
644,592,84,32
661,591,85,15
644,590,86,32
34,12,644,622
663,598,87,22
650,595,89,34
654,592,93,31
629,590,80,41
